0-1-2-3-93-73-7-6-8-142-11-12-13-14-15-16-17-19-18-20-21-22-23-24-10-29-30-31-33-34-35-36-37-38-39-53-41-42-48-49-51-50-52-54-55-56-58-60-61-62-40-65-66-67-68-69-70-94-72-74-75-76-140-5-102-129-105-127-112-86-135-87-113-101-130-97-109-124-99-121-126-88-89-115-90-79-138-78-128-108-122-98-134-80-82-81-83-100-107-137-110-136-96-139-119-133-123-111-26-85-118-120-77-84-143-103-117-114-9-106-116-131-104-91-92-71-4-95-125-141-64-27-25-132-59-57-63-47-46-45-44-43-32-28-,63478.5122382391,4,96
14.55,-23.31
28.060000000000002,-15.24
32.38,-16.54
31.380000000000003,-8.0
-12.16,49.17
-20.09,28.36
35.48,-5.45
34.05,-4.57
35.43000000000001,-0.43
36.22,6.37
36.48,10.11
34.440000000000005,10.46
32.54,13.110000000000001
32.07,20.04
31.120000000000005,29.54
31.160000000000004,32.18
30.03,31.149999999999995
29.58,32.33
24.05,32.53
19.37,37.14
15.36,32.32
13.110000000000001,30.130000000000003
13.38,25.21
22.56,5.300000000000001
14.4,-17.26
13.28,-16.39
11.51,-15.35
12.39,-8.0
10.230000000000002,-9.18
9.31,-13.43
8.3,-13.15
6.18,-10.47
5.19,-4.02
6.41,-1.35
4.22,18.35
6.08,1.13
6.29,2.37
6.27,3.24
6.27,7.27
3.45,8.47
0.2,6.44
3.52,11.31
0.23,9.27
-4.16,15.170000000000002
-4.18,15.18
-5.540000000000001,22.25
-3.23,29.220000000000002
-1.57,30.040000000000003
0.19,32.25
5.33,-0.13
-4.03,39.4
-6.1,39.11
-6.48,39.17
-8.48,13.14
-12.44,15.47
-11.4,27.28
-20.1,57.3
-15.25,28.17
-17.5,31.030000000000005
-15.47,35.0
-19.49,34.52
34.02,-6.51
-29.12,26.07
-29.55,30.560000000000002
-33.0,27.55
-33.58,25.4
-33.55,18.22
-37.15,-12.3
-15.570000000000002,-5.42
-22.59,14.31
-26.38,15.1
-22.34,17.06
-24.45,25.55
9.0,38.5
-26.15,28.0
-25.58,32.35
-25.45,28.1
36.470000000000006,3.03
-23.21,43.4
-18.55,47.31
-12.49,28.13
33.39,-7.35
-4.38,55.27
2.01,45.20000000000001
11.36,43.09
15.2,38.53
0.3,25.12
0.04,18.16
-1.17,36.49
12.07,15.03
11.51,13.1
12.000000000000002,8.3
13.31,2.07
12.220000000000002,-1.31
16.46,-3.0100000000000002
18.06,-15.570000000000002
