0-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95-10-,78180.13219082599
28-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-0-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95-10-,77724.87686334363
28-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-0-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-58-57-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87-88-89-90-91-92-93-94-95-10-,77999.46516117029
28-1-3-2-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-27-25-26-24-0-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-77-83-84-85-86-87-88-89-91-92-93-94-95-10-,78395.21860187792
28-1-2-3-4-5-6-7-8-9-11-13-12-14-15-16-17-18-19-20-21-22-24-23-25-26-27-0-29-30-31-32-33-34-37-36-35-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-77-83-84-85-86-87-88-89-91-92-93-94-95-10-,78990.132378967
0-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-29-30-31-28-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-83-84-85-88-87-86-89-77-91-92-93-94-95-10-,77688.63414415157
28-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-29-0-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-83-84-85-88-87-86-89-77-91-92-93-94-95-10-,77808.46484842668
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-30-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-52-51-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-83-84-85-88-87-86-89-77-91-92-93-94-95-10-,76759.27520785785
28-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-27-26-24-29-30-31-0-32-33-36-35-34-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-54-53-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-83-84-85-88-87-86-89-77-91-92-93-94-95-10-,77084.17672904932
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-30-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-56-54-55-53-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-78-79-80-81-82-83-84-85-88-87-86-89-77-91-92-93-94-95-10-,76991.45371114192
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-30-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-51-50-52-53-54-55-56-57-58-59-62-61-60-63-64-65-66-67-69-68-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-86-87-85-89-77-91-92-93-94-95-10-,76516.71040542722
32-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-0-29-30-31-28-33-34-35-36-37-38-39-40-42-41-43-44-45-46-47-48-49-50-51-52-54-53-55-68-56-58-59-60-61-62-63-64-65-66-67-57-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-89-87-85-86-77-91-92-93-94-95-10-,76718.7776054688
32-1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-18-17-19-20-21-22-23-24-25-26-27-0-29-30-31-28-33-34-35-36-37-38-39-40-42-41-43-44-45-46-47-48-49-50-51-52-54-53-55-68-56-58-59-60-61-62-63-64-65-66-67-57-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-89-87-85-86-77-91-92-93-94-95-10-,76820.61278044204
1-2-5-4-3-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-34-33-30-35-36-37-38-39-40-41-42-44-43-45-46-47-48-49-53-50-52-51-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-89-87-85-86-77-91-92-93-94-95-10-,77077.8594608861
1-2-5-4-3-6-7-8-9-11-12-13-14-15-18-17-16-19-20-21-22-23-24-25-26-27-32-31-0-29-30-28-33-34-35-36-37-38-39-40-41-42-44-43-45-46-47-48-49-53-50-52-51-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-89-87-85-86-77-91-92-93-94-95-10-,76631.48090492895
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-34-33-30-35-36-37-38-48-39-41-42-43-44-45-46-47-40-49-50-52-51-54-53-55-56-57-58-59-60-61-62-63-64-65-67-66-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-88-89-87-85-86-77-91-92-93-94-95-10-,77367.06721399764
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-30-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-49-48-53-52-51-54-50-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-81-78-79-80-82-90-83-84-85-88-87-86-89-77-91-92-94-93-95-10-,75566.0076819981
1-2-3-4-5-6-7-9-8-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-30-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-53-49-51-50-52-48-54-55-56-68-58-59-60-61-62-63-64-65-66-67-57-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-10-,75738.51312264118
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-32-31-0-29-28-35-33-34-30-36-37-38-39-40-41-48-43-44-45-46-47-53-49-51-50-42-52-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-10-,75421.32660721324
1-2-5-7-3-4-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-31-0-30-28-29-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-53-51-50-52-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,75013.36170125463
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-31-0-30-28-29-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-52-51-50-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74301.58900156179
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-25-24-23-26-10-32-31-0-30-28-29-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-52-51-50-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74991.96395310546
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-31-0-30-28-29-35-34-33-36-37-38-39-40-41-42-43-44-48-50-45-47-53-52-54-51-49-46-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,75769.67315700775
1-2-4-5-7-3-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-31-0-29-28-30-33-36-35-34-37-38-39-40-41-48-43-44-45-46-47-53-42-51-52-54-49-50-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,75575.23099195115
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-24-22-23-21-25-26-10-32-31-0-30-28-29-35-34-33-36-37-38-39-41-48-40-43-44-45-46-47-53-49-51-50-42-52-54-55-56-57-58-59-60-61-62-63-27-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-64-,76115.87228502784
1-2-4-5-6-3-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-31-0-29-28-30-33-36-35-34-37-38-39-41-48-40-43-44-45-46-47-53-49-51-50-42-52-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,75244.89164813372
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74025.26495334056
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-66-67-64-68-69-70-71-72-73-74-75-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74394.2209127568
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-68-69-70-71-72-75-74-73-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74417.43635161754
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-29-31-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-70-69-68-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,73830.25206237372
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-29-31-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-70-69-68-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-89-88-87-77-91-92-94-93-95-27-,73253.58792895012
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-70-69-68-71-72-73-74-75-76-90-79-78-80-81-82-88-84-85-86-89-83-87-77-91-92-94-93-95-27-,75524.08512918616
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-72-69-68-71-70-73-74-75-76-90-79-78-80-81-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,74659.67312149491
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-53-32-28-0-30-29-31-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-10-42-49-52-51-54-50-55-56-57-59-58-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-80-81-82-83-84-85-86-89-88-87-77-91-92-94-93-95-27-,73534.97442845145
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-65-64-67-66-72-69-68-71-70-73-74-75-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,73834.09036728763
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-46-47-45-42-49-52-51-54-50-53-55-56-57-58-59-60-61-62-63-65-64-67-66-68-69-70-71-72-74-75-73-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,73938.80163659295
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-48-40-41-39-43-44-45-46-47-53-42-49-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,73197.46731125486
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-48-41-40-43-44-45-46-47-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-64-65-67-66-72-69-68-71-70-73-74-75-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,73608.30186731093
1-2-3-5-4-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-51-49-52-42-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-90-79-78-81-80-82-83-84-85-86-87-88-89-77-91-92-94-93-95-27-,72868.20879638403
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-29-0-30-31-28-33-34-36-35-37-38-39-40-41-43-48-44-45-46-47-53-49-42-52-51-50-54-55-56-58-57-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-76-75-88-89-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,73213.83541590234
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-29-30-31-0-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-50-54-55-56-58-59-57-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-88-89-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,72468.23361031414
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-35-36-37-38-39-40-41-48-43-44-45-47-46-53-42-49-52-51-54-50-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-76-75-88-89-90-79-78-81-80-82-83-84-87-86-85-77-91-94-92-93-95-27-,72868.28635507874
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-42-47-53-46-49-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-88-89-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,72671.46312400179
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-23-22-21-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-45-42-47-53-46-49-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-88-89-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,72723.9924511337
1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-19-18-17-20-23-22-21-25-26-24-10-32-28-29-30-31-0-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-76-75-88-89-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,72089.25582180999
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-29-31-30-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-50-54-51-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-76-87-88-89-90-79-78-81-80-82-83-84-77-86-85-75-91-92-94-93-95-27-,72932.75901888427
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-40-39-48-41-43-44-45-46-47-53-49-42-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-89-88-90-79-78-81-80-82-83-84-85-86-87-77-91-94-92-93-95-27-,72396.09290732314
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-40-39-48-41-44-43-45-46-47-53-49-42-52-51-50-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-89-88-90-79-78-81-80-82-83-84-85-86-87-77-91-92-94-93-95-27-,72508.14836994557
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-40-39-43-41-48-44-45-46-47-53-49-42-52-54-51-50-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-87-88-89-90-79-78-81-80-82-83-84-77-86-85-91-92-94-93-95-27-,73322.45096916483
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-19-18-17-20-21-23-22-25-26-24-10-32-29-30-0-31-28-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-54-50-51-55-56-57-58-59-60-61-62-63-65-64-66-67-68-69-70-71-72-73-74-76-75-88-89-90-79-78-81-80-82-83-84-85-87-86-77-91-92-94-93-95-27-,73483.94147028954
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-19-18-17-20-21-23-22-25-26-24-10-32-28-0-30-31-29-33-34-36-35-37-38-39-40-41-48-43-44-53-46-47-45-42-49-52-54-50-51-55-56-57-58-59-60-61-62-63-65-64-66-67-68-69-70-71-72-73-74-76-75-88-89-90-79-78-81-80-82-83-84-85-87-86-77-91-92-94-93-95-27-,73737.62442935395
1-2-3-4-5-7-6-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-24-10-32-30-28-31-0-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-54-50-51-55-56-57-58-59-60-61-62-63-65-64-66-67-68-69-70-71-72-73-74-76-75-89-88-90-79-78-81-80-82-83-84-85-86-87-77-91-94-92-93-95-27-,73895.50130040878
1-2-4-3-5-7-6-8-9-11-12-13-14-15-16-19-18-17-20-21-23-22-25-26-24-10-32-30-28-31-0-29-33-34-36-35-37-38-39-40-41-48-43-44-45-46-47-53-42-49-52-54-50-51-55-56-57-58-59-60-61-62-63-65-64-66-67-68-69-70-71-72-73-74-76-75-89-88-90-79-78-81-80-82-83-84-85-86-87-77-91-94-92-93-95-27-,74299.17168678039
