3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20-21-22-23-24-25-26-27-28-32-30-31-29-33-34-35-36-37-38-39-40-41-42-43-44-45-49-47-48-46-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87-90-89-88-91-92-93-94-95-96-97-101-99-100-117-103-102-104-105-106-107-108-109-110-111-112-113-114-115-116-98-118-119-120-123-122-121-124-125-126-127-128-129-130-131-132-133-134-135-136-137-138-139-140-141-142-143-144-145-146-147-148-149-150-151-152-153-154-155-156-157-158-162-160-161-159-163-164-165-167-166-168-169-170-171-173-172-174-175-176-177-178-179-180-181-182-183-184-185-186-187-189-188-190-191-192-193-194-195-540-196-197-198-199-200-253-203-202-204-205-206-207-208-209-210-211-212-213-214-215-216-217-218-219-220-221-222-223-224-225-226-228-227-229-230-233-232-231-234-235-236-237-238-239-240-241-242-243-244-245-246-248-250-249-247-385-252-201-254-255-256-257-258-259-260-261-263-262-266-265-264-267-630-268-269-270-271-272-273-274-275-276-277-278-279-280-281-282-283-284-285-286-287-288-456-289-290-291-292-293-294-295-296-297-298-299-300-301-302-303-304-305-306-307-308-611-313-310-311-312-315-314-309-316-317-319-321-320-324-322-323-318-325-326-327-328-329-330-331-332-333-334-335-336-337-338-443-339-340-343-341-342-344-345-346-347-348-349-350-351-352-353-354-355-356-357-358-359-360-495-361-362-363-364-365-366-367-368-369-370-588-479-598-371-372-373-374-375-376-377-378-380-379-381-382-383-384-251-386-387-388-389-390-391-392-393-394-395-396-397-398-399-400-401-402-403-404-405-406-407-408-409-410-411-412-413-547-594-414-415-416-417-418-419-420-514-538-628-566-421-422-423-424-425-426-427-428-605-622-429-430-572-568-436-437-440-464-530-441-575-448-449-451-452-453-455-635-609-505-459-482-463-545-543-468-625-612-470-489-439-435-559-548-608-458-552-498-467-632-476-477-478-442-578-629-493-471-532-623-481-462-431-555-433-466-469-599-465-525-619-446-524-484-521-486-454-444-607-447-610-485-601-488-511-519-533-541-460-457-604-483-633-520-491-573-494-475-574-644-497-501-492-472-503-550-570-536-634-593-616-432-445-577-474-645-450-506-500-438-496-561-490-499-502-504-631-603-615-508-542-638-517-551-509-510-642-516-565-592-626-549-595-564-621-554-580-487-571-473-589-535-526-639-534-641-597-640-602-618-480-518-579-590-636-523-515-528-529-531-537-591-434-584-617-581-556-582-558-527-596-637-585-576-624-627-522-567-512-587-557-553-643-461-562-513-539-546-0-544-15-620-563-2-507-606-560-586-1-569-614-583-600-613-,226401.5834753677,15,99
37.23,-5.59
36.32,-6.18
36.43,-4.25
37.13,-3.41
37.53,-4.46
38.21,-0.29
39.28,-0.22
41.23,2.11
41.38,-0.53
40.24,-3.41
41.39,-4.43
43.15,-2.58
38.54,1.26
39.34,2.39
42.3,1.31
44.5,-0.34
43.36,1.26
43.18,5.24
43.42,7.15
43.42,7.23
42.42,9.27
45.5,1.16
45.26,4.24
45.45,4.51
45.1,5.430000000000001
47.23,0.41
48.050000000000004,-1.41
47.13,-1.33
48.24,-4.29
49.3,0.08
48.52,2.2
49.150000000000006,4.02
47.19,5.01
48.41,6.12
48.35,7.450000000000001
49.36,6.09
50.38,5.34
50.5,4.2
50.38,3.04
51.03,3.43
51.13000000000001,4.25
51.26,5.28
53.13,6.33
52.22,4.54
52.05,5.08
51.55,4.28
50.23,-4.1
50.43,-1.54
50.5,-0.08
51.290000000000006,-3.1300000000000003
51.27,-2.35
51.3,-0.1
52.3,-1.5000000000000002
53.25,-2.55
53.3,-2.15
53.23,-1.3
53.5,-1.35
54.59,-1.35
55.57000000000001,-3.1300000000000003
55.53,-4.15
56.28,-3.0000000000000004
57.1,-2.04
60.09,-1.09
62.01,-6.46
51.54,-8.28
52.4,-8.38
53.2,-6.15
54.35,-5.55
55.0,-7.190000000000001
64.09,-21.51
64.11,-51.44
76.34,-68.47
70.4,23.42
68.26,17.25
65.01,25.28
61.300000000000004,23.450000000000003
60.27,22.17
60.1,24.58
63.25,10.25
60.23,5.2
58.58,5.45
59.55,10.45
57.43,11.58
55.36,13.0
57.38,18.18
59.20000000000001,18.03
58.25,15.369999999999997
56.09,10.13
55.24,10.230000000000002
55.4,12.35
53.04,8.49
53.33,9.59
54.20000000000001,10.08
54.05,12.07
52.31,13.24
52.24,9.44
52.07,11.38
49.14,6.59
50.44,7.05
50.47,6.05
50.56,6.59
51.12,6.47
51.17,7.169999999999999
51.28,7.01
51.28,7.13
51.32,7.13
51.31,7.28
51.19,9.29
50.58,11.01
51.290000000000006,11.58
51.19,12.2
50.5,12.55
51.03,13.440000000000001
51.57,7.369999999999999
50.07,8.4
49.25,8.43
49.48,9.56
48.46,9.11
49.03,8.240000000000002
49.27,11.04
49.01,12.06
48.08,11.34
46.12,6.09
46.31,6.38
46.57000000000001,7.26
47.33,7.35
47.23,8.32
47.16,11.24
47.48,13.02
48.18,14.18
48.13,16.2
47.05,15.270000000000001
45.03,7.400000000000001
45.28,9.12
45.27,11.0
45.27,12.21
45.4,13.46
44.25,8.57
44.29,11.2
43.46,11.15
43.550000000000004,12.28
39.2,9.0
41.54,12.29
40.51,14.17
