28-33-13-36-1-40-15-21-29-7-8-37-30-43-0-22-26-16-41-18-5-27-35-61-59-6-64-17-51-65-45-49-58-54-19-32-39-52-60-57-68-14-50-71-55-63-48-62-69-67-66-56-20-53-25-10-12-46-70-31-38-24-4-47-42-23-9-44-34-11-3-2-,17968.961635210195,40,75
35.08663,-106.62021
35.19599,-97.44571
38.95349,-95.26309
41.4873,-71.53446
36.068681,-94.176012
30.28522,-97.73389
30.21929,-92.04138000000002
34.36461,-89.53963
40.90988,-73.12155
29.632880000000004,-82.34901
33.94043,-83.37305
33.99288,-81.02675
35.90504,-79.04775
38.04106,-78.5055
33.209438,-87.541493
38.93641,-92.3297
43.13827,-70.93238
44.89914,-68.66637
40.76281,-111.83687
42.38694,-72.52991
41.82176,-72.24278
40.74213,-74.17903
39.94934,-75.18964
39.68103,-75.75402
38.99041,-76.94386
39.65369,-79.95745
42.29421,-83.71004
39.323,-82.10268
35.95164,-83.93088
38.02704,-84.50484
44.97101,-93.23144
39.54427,-119.81630999999999
40.09912,-88.23852
41.66831,-91.57953
43.08027,-89.43096
47.92654,-97.07212
42.79137,-96.92542
40.82068,-96.70048
40.00694,-105.26639
41.31423,-105.56432
44.47374,-73.19415
46.85461,-113.96552000000001
46.7238,-117.02044000000001
47.65435,-122.30805999999998
44.04455,-123.07174000000002
39.18024,-86.50935
34.07088,-118.44685
32.23564,-110.95174
