0-1-2-3-4-5-7-6-8-9-11-12-13-216-15-16-113-18-19-20-21-22-23-24-10-28-30-31-35-36-34-37-38-39-40-41-42-48-49-52-51-50-54-56-55-68-69-58-60-61-27-63-65-66-67-70-71-72-73-74-75-76-77-87-89-90-82-79-160-80-81-83-84-85-86-217-91-92-161-93-95-100-110-108-189-123-111-199-64-228-131-139-164-238-14-105-187-191-112-62-128-132-104-227-180-170-107-109-205-165-141-158-115-183-127-146-114-121-169-219-181-117-211-88-153-126-204-147-125-136-163-171-166-103-230-209-120-197-175-148-185-208-133-135-154-215-235-182-237-236-225-194-144-96-98-206-149-97-190-203-138-134-129-213-168-234-174-186-198-233-151-159-142-99-162-224-143-222-145-201-188-192-118-232-218-178-124-220-17-184-195-193-102-202-156-221-155-223-119-140-207-94-116-172-122-177-173-214-210-130-200-212-25-226-157-101-152-176-179-239-231-167-26-59-57-53-106-47-78-137-150-196-46-229-45-44-43-32-33-29-,61976.31896204443,35,97,
14.55,-23.31,
28.060000000000002,-15.24,
32.38,-16.54,
31.380000000000003,-8.0,
33.39,-7.35,
34.02,-6.51,
35.48,-5.45,
34.05,-4.57,
35.43000000000001,-0.43,
36.470000000000006,3.03,
36.22,6.37,
36.48,10.11,
34.440000000000005,10.46,
32.07,20.04,
31.120000000000005,29.54,
29.58,32.33,
30.03,31.149999999999995,
24.05,32.53,
19.37,37.14,
15.36,32.32,
13.110000000000001,30.130000000000003,
13.38,25.21,
22.56,5.300000000000001,
18.06,-15.570000000000002,
13.28,-16.39,
11.51,-15.35,
9.31,-13.43,
8.3,-13.15,
10.230000000000002,-9.18,
6.18,-10.47,
5.19,-4.02,
6.41,-1.35,
5.33,-0.13,
6.08,1.13,
6.29,2.37,
6.27,3.24,
6.27,7.27,
3.52,11.31,
3.45,8.47,
0.2,6.44,
0.23,9.27,
-4.18,15.18,
-4.16,15.170000000000002,
-8.48,13.14,
-12.44,15.47,
-5.540000000000001,22.25,
-3.23,29.220000000000002,
-1.57,30.040000000000003,
11.36,43.09,
-1.17,36.49,
-4.03,39.4,
-6.1,39.11,
-6.48,39.17,
-11.4,27.28,
-12.49,28.13,
-15.25,28.17,
-20.09,28.36,
-17.5,31.030000000000005,
-15.47,35.0,
-19.49,34.52,
-25.58,32.35,
-29.55,30.560000000000002,
-33.58,25.4,
-33.55,18.22,
-26.38,15.1,
-37.15,-12.3,
-22.59,14.31,
-22.34,17.06,
-24.45,25.55,
-25.45,28.1,
-26.15,28.0,
-29.12,26.07,
-23.21,43.4,
-18.55,47.31,
-12.16,49.17,
-4.38,55.27,
2.01,45.20000000000001,
32.54,13.110000000000001,
0.19,32.25,
-33.0,27.55,
31.160000000000004,32.18,
-20.1,57.3,
15.2,38.53,
9.0,38.5,
0.3,25.12,
0.04,18.16,
4.22,18.35,
12.07,15.03,
-15.570000000000002,-5.42,
11.51,13.1,
12.000000000000002,8.3,
13.31,2.07,
12.220000000000002,-1.31,
16.46,-3.0100000000000002,
12.39,-8.0,
14.4,-17.26,
