0-2-3-4-6-5-7-11-10-8-15-16-20-21-22-27-25-26-24-31-30-29-28-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-50-51-54-53-49-52-55-56-57-58-59-60-61-62-63-64-71-70-67-68-69-65-66-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87-88-89-90-92-91-95-94-93-96-99-98-97-102-101-103-104-106-105-107-108-232-109-110-111-112-113-114-115-116-117-118-259-298-221-121-122-227-119-120-123-124-125-126-127-270-128-129-130-131-132-133-134-139-138-137-141-140-135-136-142-145-146-147-236-239-242-264-286-276-203-148-149-233-215-150-153-151-152-252-143-254-161-100-154-155-156-157-158-159-160-208-164-162-163-165-166-168-169-247-283-293-167-261-204-223-170-253-172-171-173-287-262-281-174-175-176-277-243-245-177-181-180-226-250-274-202-299-271-179-178-240-251-297-212-184-182-183-185-186-187-289-189-273-255-191-192-193-194-217-213-200-199-198-214-197-211-230-225-218-235-238-258-216-294-279-292-288-275-195-291-290-300-228-196-267-224-206-207-263-272-209-234-257-210-205-256-220-280-269-295-285-248-296-241-190-222-266-282-188-246-201-231-23-229-284-244-144-219-9-17-19-18-268-265-237-278-260-13-12-249-14-1-,46517.5494366687,26,99,
38.43,-9.08,
37.23,-5.59,
36.32,-6.18,
36.43,-4.25,
37.53,-4.46,
37.13,-3.41,
38.21,-0.29,
40.24,-3.41,
41.38,-0.53,
39.28,-0.22,
38.54,1.26,
39.34,2.39,
43.18,5.24,
43.42,7.15,
43.42,7.23,
45.1,5.430000000000001,
45.26,4.24,
45.45,4.51,
45.5,1.16,
47.23,0.41,
47.13,-1.33,
48.050000000000004,-1.41,
48.24,-4.29,
49.3,0.08,
48.52,2.2,
49.150000000000006,4.02,
47.19,5.01,
48.41,6.12,
48.35,7.450000000000001,
49.36,6.09,
50.38,5.34,
50.5,4.2,
50.38,3.04,
51.03,3.43,
51.13000000000001,4.25,
51.26,5.28,
51.55,4.28,
52.22,4.54,
52.05,5.08,
53.13,6.33,
50.43,-1.54,
50.5,-0.08,
51.3,-0.1,
51.27,-2.35,
50.23,-4.1,
51.290000000000006,-3.1300000000000003,
52.3,-1.5000000000000002,
53.25,-2.55,
53.3,-2.15,
53.23,-1.3,
53.5,-1.35,
54.59,-1.35,
55.57000000000001,-3.1300000000000003,
55.53,-4.15,
56.28,-3.0000000000000004,
57.1,-2.04,
55.0,-7.190000000000001,
54.35,-5.55,
51.54,-8.28,
52.4,-8.38,
53.2,-6.15,
60.09,-1.09,
62.01,-6.46,
64.09,-21.51,
64.11,-51.44,
76.34,-68.47,
70.4,23.42,
68.26,17.25,
65.01,25.28,
61.300000000000004,23.450000000000003,
60.27,22.17,
60.1,24.58,
63.25,10.25,
60.23,5.2,
58.58,5.45,
59.55,10.45,
57.43,11.58,
55.36,13.0,
58.25,15.369999999999997,
59.20000000000001,18.03,
57.38,18.18,
56.09,10.13,
55.4,12.35,
55.24,10.230000000000002,
54.20000000000001,10.08,
53.33,9.59,
53.04,8.49,
54.05,12.07,
52.07,11.38,
52.24,9.44,
51.57,7.369999999999999,
50.44,7.05,
50.47,6.05,
50.56,6.59,
51.12,6.47,
51.28,7.01,
51.17,7.169999999999999,
51.28,7.13,
51.32,7.13,
51.31,7.28,
51.19,9.29,
50.58,11.01,
51.290000000000006,11.58,
51.19,12.2,
50.5,12.55,
51.03,13.440000000000001,
49.14,6.59,
50.07,8.4,
49.25,8.43,
49.03,8.240000000000002,
48.46,9.11,
49.48,9.56,
49.27,11.04,
49.01,12.06,
48.08,11.34,
46.12,6.09,
46.31,6.38,
46.57000000000001,7.26,
47.33,7.35,
47.23,8.32,
47.16,11.24,
47.48,13.02,
48.18,14.18,
48.13,16.2,
47.05,15.270000000000001,
45.4,13.46,
45.27,12.21,
45.27,11.0,
44.29,11.2,
44.25,8.57,
45.03,7.400000000000001,
45.28,9.12,
43.46,11.15,
41.54,12.29,
40.51,14.17,
41.27,15.34,
41.07,16.52,
40.28,17.15,
38.11,15.33,
35.54,14.31,
37.3,15.060000000000002,
38.07,13.21,
43.550000000000004,12.28,
51.06,17.0,
52.31,13.24,
53.24,14.32,
54.23,18.400000000000002,
53.08,18.0,
52.25,16.55,
51.46,19.3,
52.15,21.0,
53.09,23.09,
51.15,22.35,
50.16,19.0,
50.03000000000001,19.58,
49.45,13.23,
50.05,14.26,
49.12,16.37,
48.09,17.07,
49.5,18.17,
48.43,21.15,
47.32,21.38,
47.3,19.05,
46.05,18.13,
46.15,20.09,
45.45,21.13,
46.47,23.36,
47.1,27.35,
44.11,28.390000000000004,
44.26,26.06,
45.39,25.37,
45.48,24.09,
45.48,15.580000000000002,
46.03,14.31,
45.20000000000001,14.27,
43.31,16.27,
43.52,18.25,
44.5,20.3,
41.59,21.26,
42.41,23.19,
42.09,24.45,
43.13,27.55,
42.3,27.28,
35.1,33.22,
35.2,25.09,
37.58,23.43,
38.15,21.44,
39.36,19.56,
40.38,22.56,
41.2,19.5,
42.38,18.07,
42.42,9.27,
39.2,9.0,
41.23,2.11,
42.3,1.31,
43.36,1.26,
44.5,-0.34,
43.15,-2.58,
41.39,-4.43,
43.22,-8.23,
41.11,-8.36,
